Fasta headers	Hypo 42	Hypo 42	Hypo 42	Hypo 45	Hypo 45	Hypo 45	Hypo CH	Hypo CH	Hypo CH	Hypo W3
tr|H7BX99|H7BX99_MOUSE Prothrombin OS=Mus musculus GN=F2 PE=1 SV=1;tr|Q3TJ94|Q3TJ94_MOUSE Prothrombin OS=Mus musculus GN=F2 PE=1 SV=1;sp|P19221|THRB_MOUSE Prothrombin OS=Mus musculus GN=F2 PE=1 SV=1	23832	27137	22172	25198	25962	26946	38455	24905	32956	16700
tr|H9KV15|H9KV15_MOUSE Protein SON OS=Mus musculus GN=Son PE=1 SV=1;tr|H9KV00|H9KV00_MOUSE Protein SON OS=Mus musculus GN=Son PE=1 SV=1;sp|Q9QX47-3|SON_MOUSE Isoform 3 of Protein SON OS=Mus musculus GN=Son;sp|Q9QX47|SON_MOUSE Protein SON OS=Mus musculus GN	313600	280390	274580	246410	195200	293580	451580	293500	318960	144000
tr|H9KV05|H9KV05_MOUSE Kelch-like protein 22 OS=Mus musculus GN=Klhl22 PE=1 SV=1;sp|Q99JN2|KLH22_MOUSE Kelch-like protein 22 OS=Mus musculus GN=Klhl22 PE=1 SV=1;sp|Q99JN2-2|KLH22_MOUSE Isoform 2 of Kelch-like protein 22 OS=Mus musculus GN=Klhl22;tr|Q8CDC1|	248960	239510	236150	273460	187570	271410	342800	219690	274800	134060
tr|H9KV06|H9KV06_MOUSE Transmembrane protein 150C (Fragment) OS=Mus musculus GN=Tmem150c PE=4 SV=1;sp|Q8C8S3-2|T150C_MOUSE Isoform 2 of Transmembrane protein 150C OS=Mus musculus GN=Tmem150c;sp|Q8C8S3|T150C_MOUSE Transmembrane protein 150C OS=Mus musculus 	132170	132670	138440	138370	109390	149450	207020	114180	156380	67654
tr|H9KV17|H9KV17_MOUSE E3 ubiquitin-protein ligase RNF146 (Fragment) OS=Mus musculus GN=Rnf146 PE=1 SV=1;sp|Q9CZW6|RN146_MOUSE E3 ubiquitin-protein ligase RNF146 OS=Mus musculus GN=Rnf146 PE=1 SV=2;tr|A0A1L1SSN4|A0A1L1SSN4_MOUSE E3 ubiquitin-protein ligase	86572	96233	84447	86743	118230	95676	130360	87635	104000	53312
tr|I1E4X7|I1E4X7_MOUSE Diphosphoinositol polyphosphate phosphohydrolase 1 OS=Mus musculus GN=Nudt3 PE=1 SV=1;sp|Q9JI46|NUDT3_MOUSE Diphosphoinositol polyphosphate phosphohydrolase 1 OS=Mus musculus GN=Nudt3 PE=1 SV=1;tr|H3BLR8|H3BLR8_MOUSE Diphosphoinosito	101110	93234	92105	83547	82977	102600	153170	94976	114200	51274
tr|I3ITR1|I3ITR1_MOUSE CDNA sequence AK157302 OS=Mus musculus GN=AK157302 PE=4 SV=1;sp|Q9D924|ISCA1_MOUSE Iron-sulfur cluster assembly 1 homolog, mitochondrial OS=Mus musculus GN=Isca1 PE=2 SV=1	135560	140360	127700	136340	61337	133820	191090	108960	149300	59892
tr|I3PQW3|I3PQW3_MOUSE LARP7 OS=Mus musculus GN=Larp7 PE=4 SV=1;sp|Q05CL8|LARP7_MOUSE La-related protein 7 OS=Mus musculus GN=Larp7 PE=1 SV=2	83214	88721	84555	80222	62150	85491	133660	85221	93869	34864
tr|Q542I3|Q542I3_MOUSE Pentaxin OS=Mus musculus GN=Crp PE=2 SV=1;tr|I6L966|I6L966_MOUSE Pentaxin OS=Mus musculus GN=Crp PE=2 SV=1;sp|P14847|CRP_MOUSE C-reactive protein OS=Mus musculus GN=Crp PE=1 SV=2	186870	197570	186070	192320	154500	183660	283110	161360	197230	78900
tr|I6L970|I6L970_MOUSE Aup1 protein OS=Mus musculus GN=Aup1 PE=2 SV=1;tr|Q3TBX5|Q3TBX5_MOUSE MCG133576, isoform CRA_a OS=Mus musculus GN=Aup1 PE=2 SV=1;tr|Q3U3K9|Q3U3K9_MOUSE Ancient ubiquitous protein 1 OS=Mus musculus GN=Aup1 PE=1 SV=1;sp|P70295|AUP1_MOU	72311	76566	72072	74454	120010	76536	110820	70204	86939	40466
tr|Q66K09|Q66K09_MOUSE 5830443L24Rik protein (Fragment) OS=Mus musculus GN=Gbp8 PE=2 SV=1;tr|I6L9A3|I6L9A3_MOUSE 5830443L24Rik protein OS=Mus musculus GN=Gbp8 PE=2 SV=1;tr|Q8BTS3|Q8BTS3_MOUSE Guanylate-binding protein 9 OS=Mus musculus GN=Gbp9 PE=1 SV=1;tr	360910	338290	357830	365280	420020	395150	551200	350450	424390	190420
tr|I6L9J1|I6L9J1_MOUSE Cadherin-22 OS=Mus musculus GN=Cdh22 PE=2 SV=1;sp|Q9WTP5|CAD22_MOUSE Cadherin-22 OS=Mus musculus GN=Cdh22 PE=2 SV=2	420210	435400	405230	389140	467210	444980	633960	384730	472240	207520
tr|Z4YKT6|Z4YKT6_MOUSE Dehydrogenase/reductase SDR family member 7B OS=Mus musculus GN=Dhrs7b PE=1 SV=1;tr|I7DM66|I7DM66_MOUSE PexRAP OS=Mus musculus GN=Dhrs7b PE=2 SV=1;sp|Q99J47-2|DRS7B_MOUSE Isoform 2 of Dehydrogenase/reductase SDR family member 7B OS=M	553580	556390	526870	531720	450830	577570	830330	523680	632130	258200
sp|I7HJS4|ZN683_MOUSE Tissue-resident T-cell transcription regulator protein ZNF683 OS=Mus musculus GN=Znf683 PE=2 SV=1	173640	187050	161350	150520	131360	171810	271070	157960	199250	81732
tr|J3JS24|J3JS24_MOUSE Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase (Fragment) OS=Mus musculus GN=Mgat1 PE=1 SV=1;tr|Q8CIC9|Q8CIC9_MOUSE Mannoside acetylglucosaminyltransferase 1 OS=Mus musculus GN=Mgat1 PE=2 SV=1;tr|Q544F0|Q544F0	189480	187280	187890	182380	341750	204660	303060	172380	226910	102860
tr|Z4YJZ2|Z4YJZ2_MOUSE Protein FAM92A OS=Mus musculus GN=Fam92a PE=1 SV=1;tr|J3KMP6|J3KMP6_MOUSE Protein FAM92A OS=Mus musculus GN=Fam92a PE=1 SV=1;sp|Q8BP22|FA92A_MOUSE Protein FAM92A OS=Mus musculus GN=Fam92a PE=1 SV=1;tr|F6VZK2|F6VZK2_MOUSE Protein FAM9	116760	113620	110200	107850	97965	124680	190860	119260	137750	48516
tr|Q6GTY4|Q6GTY4_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Sel1l PE=2 SV=1;tr|J3QJX3|J3QJX3_MOUSE Protein sel-1 homolog 1 OS=Mus musculus GN=Sel1l PE=1 SV=1;tr|Q5DTL8|Q5DTL8_MOUSE MKIAA4137 protein (Fragment) OS=Mus musculus GN=Sel1l PE=2 S	97527	109920	95157	115990	73775	107240	163640	92996	123640	60273
tr|Q8BHX6|Q8BHX6_MOUSE Nucleolar complex protein 2 homolog OS=Mus musculus GN=Noc2l PE=1 SV=1;tr|Q3UZI6|Q3UZI6_MOUSE Putative uncharacterized protein (Fragment) OS=Mus musculus GN=Noc2l PE=2 SV=1;tr|J3QK52|J3QK52_MOUSE Nucleolar complex protein 2 homolog O	77794	72818	74287	90113	55070	87885	99260	63971	85495	40536
tr|J3QM82|J3QM82_MOUSE MCG16947 OS=Mus musculus GN=Phlpp2 PE=1 SV=1;sp|Q8BXA7|PHLP2_MOUSE PH domain leucine-rich repeat-containing protein phosphatase 2 OS=Mus musculus GN=Phlpp2 PE=1 SV=3	121730	90962	96135	94016	57452	102670	152410	93515	109070	41877
tr|J3QMM7|J3QMM7_MOUSE ATP-dependent (S)-NAD(P)H-hydrate dehydratase OS=Mus musculus GN=Naxd PE=1 SV=1;tr|K3W4M4|K3W4M4_MOUSE ATP-dependent (S)-NAD(P)H-hydrate dehydratase OS=Mus musculus GN=Naxd PE=1 SV=1;sp|Q9CZ42-3|NNRD_MOUSE Isoform 3 of ATP-dependent 	27009	28478	25807	26152	21355	29123	46903	30697	33936	10992
tr|J3QMX0|J3QMX0_MOUSE Ribonuclease P 14 subunit (Human) OS=Mus musculus GN=Rpp14 PE=1 SV=1	530310	423860	398050	393640	446160	495510	765120	491580	508770	320810
tr|Q8CIM9|Q8CIM9_MOUSE Fibroblast growth factor receptor OS=Mus musculus GN=Fgfr1 PE=2 SV=1;tr|Q60818|Q60818_MOUSE Fibroblast growth factor receptor OS=Mus musculus GN=Fgfr1 PE=2 SV=1;tr|J3QN85|J3QN85_MOUSE Fibroblast growth factor receptor OS=Mus musculus	135450	161940	150420	164360	137280	153660	202440	143240	170010	92609
tr|Q8K2C1|Q8K2C1_MOUSE Aamp protein OS=Mus musculus GN=Aamp PE=2 SV=1;tr|Q3TJ22|Q3TJ22_MOUSE Angio-associated migratory protein OS=Mus musculus GN=Aamp PE=1 SV=1;tr|J3QN89|J3QN89_MOUSE Angio-associated migratory protein OS=Mus musculus GN=Aamp PE=1 SV=1;tr	204710	224130	186810	161920	160930	205370	349430	215600	245510	116700
tr|Q7TMR2|Q7TMR2_MOUSE Slc38a10 protein (Fragment) OS=Mus musculus GN=Slc38a10 PE=2 SV=1;tr|Q99JV6|Q99JV6_MOUSE Slc38a10 protein (Fragment) OS=Mus musculus GN=Slc38a10 PE=2 SV=1;tr|J3QNE8|J3QNE8_MOUSE Putative sodium-coupled neutral amino acid transporter 	333920	317910	314220	340100	528290	364560	481910	299160	390280	198590
tr|J3QNP2|J3QNP2_MOUSE Small integral membrane protein 18 OS=Mus musculus GN=Smim18 PE=4 SV=1	123680	122390	101380	106430	96348	121280	178560	116070	131470	56934
tr|Q6NV54|Q6NV54_MOUSE Mitogen-activated protein kinase 8 interacting protein 3 OS=Mus musculus GN=Mapk8ip3 PE=2 SV=1;tr|Q3UHB5|Q3UHB5_MOUSE Mitogen-activated protein kinase 8 interacting protein 3, isoform CRA_a OS=Mus musculus GN=Mapk8ip3 PE=2 SV=1;tr|J3	1818.2	1613.3	2191	2186.4	1042.7	2607	3617.3	2138.9	2898.5	1185.7
tr|J3QNT7|J3QNT7_MOUSE Epsin-2 OS=Mus musculus GN=Epn2 PE=1 SV=1;tr|Q69ZS5|Q69ZS5_MOUSE MKIAA1065 protein (Fragment) OS=Mus musculus GN=Epn2 PE=2 SV=1;tr|Q5NCM7|Q5NCM7_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Epn2 PE=2 SV=1;tr|Q5NCM5|Q5NCM	248900	154160	183960	183770	176050	242330	313970	170580	184800	68824
tr|J3QNW4|J3QNW4_MOUSE Trafficking protein particle complex subunit 13 OS=Mus musculus GN=Trappc13 PE=1 SV=1;sp|Q3TIR1-3|TPC13_MOUSE Isoform 3 of Trafficking protein particle complex subunit 13 OS=Mus musculus GN=Trappc13;sp|Q3TIR1|TPC13_MOUSE Trafficking 	538290	442770	465040	471180	306450	517970	702270	425050	501240	214760
tr|J3QNY6|J3QNY6_MOUSE Bile salt export pump OS=Mus musculus GN=Abcb11 PE=1 SV=1;sp|Q9QY30|ABCBB_MOUSE Bile salt export pump OS=Mus musculus GN=Abcb11 PE=1 SV=2	17119	17187	18798	16487	10824	19590	28228	19542	21093	8180.6
tr|V9GXA9|V9GXA9_MOUSE Small integral membrane protein 22 OS=Mus musculus GN=Smim22 PE=4 SV=1;tr|J3QP37|J3QP37_MOUSE MCG1038270, isoform CRA_a OS=Mus musculus GN=Smim22 PE=4 SV=1	59924	66709	61475	56727	39473	61788	94397	56542	77338	28541
tr|J3QP56|J3QP56_MOUSE Acyl-protein thioesterase 1 OS=Mus musculus GN=Lypla1 PE=1 SV=1;sp|P97823-2|LYPA1_MOUSE Isoform 2 of Acyl-protein thioesterase 1 OS=Mus musculus GN=Lypla1;sp|P97823|LYPA1_MOUSE Acyl-protein thioesterase 1 OS=Mus musculus GN=Lypla1 PE	164750	168200	160810	170950	165200	173970	247740	145840	200370	87356
tr|J3QP59|J3QP59_MOUSE Ataxin-2-like protein (Fragment) OS=Mus musculus GN=Atxn2l PE=1 SV=8	601340	584550	564010	565680	699010	643400	941920	568220	710220	325440
tr|J3QP80|J3QP80_MOUSE MCG15559 OS=Mus musculus GN=Gm5814 PE=4 SV=1;sp|Q9CQL7|MOFA1_MOUSE MORF4 family-associated protein 1 OS=Mus musculus GN=Mrfap1 PE=1 SV=1	22619	21153	22285	24455	17787	24254	32605	21421	22201	9599.9
tr|J3QPU5|J3QPU5_MOUSE Coiled-coil glutamate-rich protein 2 OS=Mus musculus GN=Ccer2 PE=4 SV=1	97498	79781	75180	103700	75231	95305	133500	72430	98033	38675
tr|Q3TQ90|Q3TQ90_MOUSE Putative uncharacterized protein (Fragment) OS=Mus musculus GN=Tnnt2 PE=2 SV=1;tr|Q3TH80|Q3TH80_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Tnnt2 PE=2 SV=1;tr|Q6P3Z7|Q6P3Z7_MOUSE Putative uncharacterized protein OS=Mus 	442440	475900	395870	350600	578060	462580	775010	487240	508140	272210
tr|J3QQ18|J3QQ18_MOUSE Ras/Rap GTPase-activating protein SynGAP OS=Mus musculus GN=Syngap1 PE=1 SV=1	798300	859280	753480	761820	4250100	863040	1369200	800060	1028600	446140
tr|J3QSN2|J3QSN2_MOUSE Ubiquitinyl hydrolase 1 OS=Mus musculus GN=Usp13 PE=1 SV=1;sp|Q5BKP2|UBP13_MOUSE Ubiquitin carboxyl-terminal hydrolase 13 OS=Mus musculus GN=Usp13 PE=1 SV=1;tr|G3UXT9|G3UXT9_MOUSE Ubiquitinyl hydrolase 1 OS=Mus musculus GN=Usp13 PE=1	148710	129480	149830	163310	94767	173570	229130	143330	176720	61204
tr|J7PDL1|J7PDL1_MOUSE Interferon-gamma-inducible GTPase Ifggd1 protein OS=Mus musculus GN=Ifggd1 PE=4 SV=1;tr|Q9DCE9|Q9DCE9_MOUSE Interferon gamma-induced GTPase OS=Mus musculus GN=Igtp PE=1 SV=1;tr|Q811M6|Q811M6_MOUSE Interferon gamma induced GTPase OS=M	146610	147950	151040	155140	173510	157720	229730	136640	186790	88109
tr|Q8C306|Q8C306_MOUSE Putative uncharacterized protein (Fragment) OS=Mus musculus PE=2 SV=1;tr|K0BWC3|K0BWC3_MOUSE Palladin isoform OS=Mus musculus GN=Palld PE=2 SV=1;sp|Q9ET54-3|PALLD_MOUSE Isoform 3 of Palladin OS=Mus musculus GN=Palld;sp|Q9ET54-4|PALLD	5711.1	5769.2	6064.4	6002.6	1744.9	9768.5	8194.7	6143.6	5696.9	2421.8
tr|Q8C089|Q8C089_MOUSE Putative uncharacterized protein (Fragment) OS=Mus musculus GN=Extl2 PE=2 SV=1;tr|Q3TSR0|Q3TSR0_MOUSE Exostosin-like 2 OS=Mus musculus GN=Extl2 PE=1 SV=1;tr|K0J1C6|K0J1C6_MOUSE Alpha-1,4-N-acetylhexosaminyltransferase OS=Mus musculus	122910	108530	100230	110710	75951	112060	163320	101450	114140	51458
tr|K3W4Q8|K3W4Q8_MOUSE Basigin OS=Mus musculus GN=Bsg PE=1 SV=1;tr|O55108|O55108_MOUSE Basigin (Fragment) OS=Mus musculus GN=Bsg PE=1 SV=1;tr|O55107|O55107_MOUSE Basigin (Fragment) OS=Mus musculus GN=Bsg PE=2 SV=1;sp|P18572-2|BASI_MOUSE Isoform 2 of Basigi	302280	355690	296480	303350	282880	325840	501680	311180	380950	158310
tr|K3W4Q9|K3W4Q9_MOUSE Golgi-associated PDZ and coiled-coil motif-containing protein OS=Mus musculus GN=Gopc PE=1 SV=1;sp|Q8BH60-2|GOPC_MOUSE Isoform 2 of Golgi-associated PDZ and coiled-coil motif-containing protein OS=Mus musculus GN=Gopc;sp|Q8BH60|GOPC_	277750	265820	264220	299700	213670	286080	431080	260090	332060	126590
tr|Q6NXX6|Q6NXX6_MOUSE V-type proton ATPase subunit a OS=Mus musculus GN=Atp6v0a1 PE=2 SV=1;tr|K3W4T3|K3W4T3_MOUSE V-type proton ATPase subunit a OS=Mus musculus GN=Atp6v0a1 PE=1 SV=1;sp|Q9Z1G4-3|VPP1_MOUSE Isoform A1-III of V-type proton ATPase 116 kDa su	186920	180410	176200	191500	88051	187960	286140	179090	214450	83544
tr|K4DI58|K4DI58_MOUSE Cell adhesion molecule 3 OS=Mus musculus GN=Cadm3 PE=1 SV=1;sp|Q99N28|CADM3_MOUSE Cell adhesion molecule 3 OS=Mus musculus GN=Cadm3 PE=1 SV=1	347180	341880	335420	337810	338800	386760	500390	321740	411870	193510
tr|Q3UC82|Q3UC82_MOUSE DNA ligase OS=Mus musculus GN=Lig3 PE=1 SV=1;tr|Q3U1F0|Q3U1F0_MOUSE DNA ligase OS=Mus musculus GN=Lig3 PE=2 SV=1;tr|Q80ZH7|Q80ZH7_MOUSE DNA ligase OS=Mus musculus GN=Lig3 PE=1 SV=1;tr|K4DI59|K4DI59_MOUSE DNA ligase OS=Mus musculus GN	138320	154520	134290	141540	116900	136790	215730	146160	174870	85441
tr|K4DI77|K4DI77_MOUSE WD repeat-containing protein 81 (Fragment) OS=Mus musculus GN=Wdr81 PE=1 SV=1;sp|Q5ND34-3|WDR81_MOUSE Isoform 3 of WD repeat-containing protein 81 OS=Mus musculus GN=Wdr81;sp|Q5ND34|WDR81_MOUSE WD repeat-containing protein 81 OS=Mus 	108530	102700	103450	108240	100360	109180	149600	92707	120370	58600
tr|K7Q751|K7Q751_MOUSE Focal ashension kinase 1 OS=Mus musculus GN=Ptk2 PE=2 SV=1;sp|P34152|FAK1_MOUSE Focal adhesion kinase 1 OS=Mus musculus GN=Ptk2 PE=1 SV=3;sp|P34152-3|FAK1_MOUSE Isoform 3 of Focal adhesion kinase 1 OS=Mus musculus GN=Ptk2;sp|P34152-4	170100	182310	162310	173990	122390	184040	266570	173290	206450	109470
tr|K7Q7T7|K7Q7T7_MOUSE RAS-related C3 botulinum substrate 1 OS=Mus musculus GN=Rac1 PE=1 SV=1;sp|P63001|RAC1_MOUSE Ras-related C3 botulinum toxin substrate 1 OS=Mus musculus GN=Rac1 PE=1 SV=1;tr|Q9D859|Q9D859_MOUSE Putative uncharacterized protein OS=Mus m	68371	67428	60316	61500	39229	71585	107970	68121	79407	31677
tr|K7QD41|K7QD41_MOUSE Protein-tyrosine kinase 2-beta OS=Mus musculus GN=Ptk2b PE=1 SV=1;sp|Q9QVP9|FAK2_MOUSE Protein-tyrosine kinase 2-beta OS=Mus musculus GN=Ptk2b PE=1 SV=2;tr|E9Q2A6|E9Q2A6_MOUSE Protein-tyrosine kinase 2-beta OS=Mus musculus GN=Ptk2b P	212550	186190	163350	161870	180590	187310	300120	198170	211490	106090
tr|Q3UUK3|Q3UUK3_MOUSE Putative uncharacterized protein OS=Mus musculus GN=S1pr1 PE=2 SV=1;tr|K7XUH1|K7XUH1_MOUSE Sphingosine 1-phosphate receptor 1 OS=Mus musculus GN=S1pr1 PE=2 SV=1;sp|O08530|S1PR1_MOUSE Sphingosine 1-phosphate receptor 1 OS=Mus musculus	1583.6	1135.2	897.83	1168	1235.7	1303.5	2161.7	1053.4	1522.8	689.53
tr|L7N2F1|L7N2F1_MOUSE Vomeronasal type-1 receptor OS=Mus musculus GN=Vmn1r31 PE=3 SV=1	133660	125100	125430	117810	47386	146060	201030	121500	146100	38066
tr|Q8R1G5|Q8R1G5_MOUSE 5-formyltetrahydrofolate cyclo-ligase OS=Mus musculus GN=Mthfsl PE=1 SV=1;tr|Q3TYX5|Q3TYX5_MOUSE 5-formyltetrahydrofolate cyclo-ligase OS=Mus musculus GN=Mthfs PE=2 SV=1;tr|L7N466|L7N466_MOUSE 5-formyltetrahydrofolate cyclo-ligase OS	109960	118840	112900	109840	128390	121630	176660	110700	143120	67102
tr|L8AZD2|L8AZD2_MOUSE Myotubularin-related protein 6 OS=Mus musculus GN=Mtmr6 PE=2 SV=1;sp|Q8VE11|MTMR6_MOUSE Myotubularin-related protein 6 OS=Mus musculus GN=Mtmr6 PE=1 SV=1	172160	150910	155050	160080	285070	172450	243240	143290	167540	88359
tr|M0QWA7|M0QWA7_MOUSE Integrin beta OS=Mus musculus GN=Itgb2 PE=1 SV=1;tr|Q542I8|Q542I8_MOUSE Integrin beta OS=Mus musculus GN=Itgb2 PE=1 SV=1;sp|P11835|ITB2_MOUSE Integrin beta-2 OS=Mus musculus GN=Itgb2 PE=1 SV=2	239200	223140	227300	226870	114750	262550	349280	214480	252750	122000
tr|M0QWE2|M0QWE2_MOUSE Uncharacterized protein OS=Mus musculus GN=Gm27021 PE=4 SV=1;tr|E9PUE0|E9PUE0_MOUSE RIKEN cDNA 1190005I06 gene OS=Mus musculus GN=1190005I06Rik PE=4 SV=1;sp|Q8K1L6|CP074_MOUSE Uncharacterized protein C16orf74 homolog OS=Mus musculus 	8901.5	8451	7936.2	8599	7680.6	9394.1	15494	7977.9	11153	3368.8
tr|M0QWF3|M0QWF3_MOUSE RIKEN cDNA 0610010F05 gene OS=Mus musculus GN=0610010F05Rik PE=1 SV=1;sp|Q68FF0|K1841_MOUSE Uncharacterized protein KIAA1841 OS=Mus musculus GN=Kiaa1841 PE=1 SV=2;sp|Q68FF0-2|K1841_MOUSE Isoform 2 of Uncharacterized protein KIAA1841 	151120	126110	150910	139530	112740	135950	154010	87321	115600	52411
tr|M0QWJ9|M0QWJ9_MOUSE Transmembrane protein 178B OS=Mus musculus GN=Tmem178b PE=1 SV=1	156580	151200	141550	149200	132630	157360	237450	148510	181510	80780
tr|M0QWN7|M0QWN7_MOUSE Ubiquitin-specific peptidase 35 OS=Mus musculus GN=Usp35 PE=1 SV=1	8111.3	12579	7820	9606.6	5935.3	11176	16063	9484.9	12337	4803
tr|M0QWP1|M0QWP1_MOUSE Agrin OS=Mus musculus GN=Agrn PE=1 SV=1;tr|Z4YK85|Z4YK85_MOUSE Agrin OS=Mus musculus GN=Agrn PE=1 SV=1;sp|A2ASQ1-3|AGRIN_MOUSE Isoform 3 of Agrin OS=Mus musculus GN=Agrn;sp|A2ASQ1-2|AGRIN_MOUSE Isoform 2 of Agrin OS=Mus musculus GN=A	229110	196750	218440	220860	136720	239980	300580	171310	228970	127160
tr|M0QWX7|M0QWX7_MOUSE Cytochrome c oxidase subunit 4 isoform 1, mitochondrial (Fragment) OS=Mus musculus GN=Cox4i1 PE=1 SV=1	294110	216610	281460	207490	115760	270870	359060	197960	213070	93808
tr|M4TKR7|M4TKR7_MOUSE Tyrosine-protein kinase receptor OS=Mus musculus GN=Insr PE=2 SV=1;sp|P15208|INSR_MOUSE Insulin receptor OS=Mus musculus GN=Insr PE=1 SV=2	11166	9821.9	11165	11431	8770	10967	16345	10034	10826	5158.8
tr|Q3TRR5|Q3TRR5_MOUSE NADH-ubiquinone oxidoreductase chain 5 (Fragment) OS=Mus musculus PE=2 SV=1;tr|Q9MD82|Q9MD82_MOUSE NADH-ubiquinone oxidoreductase chain 5 OS=Mus musculus GN=mt-Nd5 PE=1 SV=1;tr|Q7GIP3|Q7GIP3_MOUSE NADH-ubiquinone oxidoreductase chain	86701	87398	81440	80251	84708	87462	139880	90316	102450	48131
tr|N0E4C0|N0E4C0_MOUSE Casein kinase II subunit beta OS=Mus musculus GN=Csnk2b PE=2 SV=1;sp|P67871|CSK2B_MOUSE Casein kinase II subunit beta OS=Mus musculus GN=Csnk2b PE=1 SV=1;tr|N0E4C5|N0E4C5_MOUSE Casein kinase II subunit beta OS=Mus musculus GN=Csnk2b-	44357	37166	40973	37640	22374	46536	64825	35674	51389	18447
sp|O08529|CAN2_MOUSE Calpain-2 catalytic subunit OS=Mus musculus GN=Capn2 PE=1 SV=4;tr|Q3U3A8|Q3U3A8_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Capn2 PE=2 SV=1;tr|Q3U8S5|Q3U8S5_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Capn2 	99221	100270	102930	110210	130790	119060	143660	92473	111970	52511
tr|Q14BH8|Q14BH8_MOUSE Cacna2d1 protein OS=Mus musculus GN=Cacna2d1 PE=2 SV=1;sp|O08532-4|CA2D1_MOUSE Isoform 2D of Voltage-dependent calcium channel subunit alpha-2/delta-1 OS=Mus musculus GN=Cacna2d1;sp|O08532-3|CA2D1_MOUSE Isoform 2C of Voltage-dependen	130310	119310	128460	146780	75576	156300	171830	125130	130770	71784
sp|O08532-5|CA2D1_MOUSE Isoform 2E of Voltage-dependent calcium channel subunit alpha-2/delta-1 OS=Mus musculus GN=Cacna2d1;tr|E9Q1X8|E9Q1X8_MOUSE Voltage-dependent calcium channel subunit alpha-2/delta-1 OS=Mus musculus GN=Cacna2d1 PE=1 SV=2;sp|O08532-2|C	112460	137470	140440	148210	101470	137000	254170	151590	143170	59351
sp|O08539|BIN1_MOUSE Myc box-dependent-interacting protein 1 OS=Mus musculus GN=Bin1 PE=1 SV=1;tr|Q6P1B9|Q6P1B9_MOUSE Bin1 protein OS=Mus musculus GN=Bin1 PE=1 SV=1;sp|O08539-2|BIN1_MOUSE Isoform 2 of Myc box-dependent-interacting protein 1 OS=Mus musculus	208240	199050	224030	235340	123520	251720	293110	175660	248320	89658
sp|O08545|EFNA3_MOUSE Ephrin-A3 OS=Mus musculus GN=Efna3 PE=1 SV=4	360490	345170	366320	369180	380350	369060	496750	321870	397730	205930
sp|O08547|SC22B_MOUSE Vesicle-trafficking protein SEC22b OS=Mus musculus GN=Sec22b PE=1 SV=3;tr|E9Q6R3|E9Q6R3_MOUSE Vesicle-trafficking protein SEC22b OS=Mus musculus GN=Sec22b PE=1 SV=1;tr|Q3UZ06|Q3UZ06_MOUSE Putative uncharacterized protein OS=Mus muscul	252100	276320	247060	254400	211640	272470	408950	251100	325260	141930
sp|O08553|DPYL2_MOUSE Dihydropyrimidinase-related protein 2 OS=Mus musculus GN=Dpysl2 PE=1 SV=2	57462	49639	41056	61518	33077	62316	77311	69521	75511	38826
sp|O08576|RUN3A_MOUSE RUN domain-containing protein 3A OS=Mus musculus GN=Rundc3a PE=1 SV=1;sp|O08576-2|RUN3A_MOUSE Isoform 2 of RUN domain-containing protein 3A OS=Mus musculus GN=Rundc3a;sp|O08576-3|RUN3A_MOUSE Isoform 3 of RUN domain-containing protein 	99648	99204	89811	88594	72641	103940	160500	100370	116860	45720
sp|O08582|GTPB1_MOUSE GTP-binding protein 1 OS=Mus musculus GN=Gtpbp1 PE=1 SV=2	189040	167360	171510	170710	136500	192070	256350	157590	183590	86185
sp|O08583|THOC4_MOUSE THO complex subunit 4 OS=Mus musculus GN=Alyref PE=1 SV=3;sp|O08583-2|THOC4_MOUSE Isoform 2 of THO complex subunit 4 OS=Mus musculus GN=Alyref;sp|Q9JJW6-2|ALRF2_MOUSE Isoform 2 of Aly/REF export factor 2 OS=Mus musculus GN=Alyref2	15240	15385	15804	17435	11501	18345	24531	15087	18015	6978.2
sp|O08599|STXB1_MOUSE Syntaxin-binding protein 1 OS=Mus musculus GN=Stxbp1 PE=1 SV=2	6229.3	6421.1	6771.6	8108.9	3893.4	6567.1	8044.3	4074.3	6421.2	3467.8
sp|O08599-2|STXB1_MOUSE Isoform 2 of Syntaxin-binding protein 1 OS=Mus musculus GN=Stxbp1	18186	13529	14056	17573	5296.7	22211	20839	11174	13110	4997.8
tr|Q3UN47|Q3UN47_MOUSE Endonuclease G OS=Mus musculus GN=Endog PE=1 SV=1;sp|O08600|NUCG_MOUSE Endonuclease G, mitochondrial OS=Mus musculus GN=Endog PE=1 SV=1	31681	32988	31001	28139	20425	29989	55157	27960	40947	13504
sp|O08601|MTP_MOUSE Microsomal triglyceride transfer protein large subunit OS=Mus musculus GN=Mttp PE=1 SV=2;sp|O08601-2|MTP_MOUSE Isoform 2 of Microsomal triglyceride transfer protein large subunit OS=Mus musculus GN=Mttp;tr|Q3UWK4|Q3UWK4_MOUSE Putative u	15495	15524	14516	13850	8630.1	16194	26010	21477	20082	6110.7
